"","subject","ordinal.item.number","type","question","answer","rt","sentence","item.id","Test","N1","Category"
"914","1478896225",27,"ItemPronominalagreementsingular16","NULL",1,1923,"We found a ton of cookbooks and we read it.",16,"Pronominal agreement singular","handful","Measure Phrases"
"915","1478896225",106,"Filler105","NULL",1,3696,"We sent a package to.",105,"Filler","Filler",NA
"916","1478896225",40,"ItemPronominalagreementplural29","NULL",4,3246,"We found a pile of shirts and we took them.",29,"Pronominal agreement plural","heap","Collections"
"917","1478896225",121,"Filler120","NULL",1,2307,"A rack of newspapers the bookstore.",120,"Filler","Filler",NA
"918","1478896225",71,"ItemBreakableness60","NULL",5,2355,"A bucket of sponges broke.",60,"Breakableness","pail","Full Containment"
"919","1478896225",90,"ItemShapeModifier79","NULL",5,5201,"She placed a short handful of sandwiches on the table.",79,"Shape Modifier","couple","Measure Phrases"
"920","1478896225",55,"ItemConfigurationParticiples44","NULL",5,1864,"A child held a bucket filled with sponges on the beach.",44,"Configuration Participles","pail","Arbitrary Containments"
"921","1478896225",44,"ItemPronominalagreementplural33","NULL",5,2790,"We found a bunch of newspapers and we took them.",33,"Pronominal agreement plural","lot","Measure Phrases"
"922","1478896225",78,"ItemOverflowing67","NULL",5,1703,"We added so many silk handkerchiefs that the case of silk handkerchiefs overflowed.",67,"Overflowing","case","Full Containment"
"923","1478896225",126,"Filler125","NULL",1,3473,"After jumping over the log%2C he fell a mossy rock.",125,"Filler","Filler",NA
"924","1478896225",94,"ItemAbstractNoun83","NULL",3,2817,"She offered a stack of ideas.",83,"Abstract Noun","stack","Collection"
"1057","1478901619",3,"Acclimatization-9","NULL",1,4906,"Many people is in the kitchen.",-9,"Acclimatization",NA,NA
"1058","1478901619",4,"Acclimatization-8","NULL",7,5814,"We selected a variety of fruits and we bought them.",-8,"Acclimatization",NA,NA
"1059","1478901619",5,"Acclimatization-7","NULL",7,2452,"We saw a flower and we noticed it.",-7,"Acclimatization",NA,NA
"1060","1478901619",6,"Acclimatization-6","NULL",1,3994,"They found a box filled of toys in the closet.",-6,"Acclimatization",NA,NA
"1061","1478901619",7,"Acclimatization-5","NULL",7,4587,"She met a wide troop of boyscouts at the airport.",-5,"Acclimatization",NA,NA
"1062","1478901619",8,"Acclimatization-4","NULL",1,3249,"The mound of clothes cracked.",-4,"Acclimatization",NA,NA
"1063","1478901619",9,"Acclimatization-3","NULL",1,5413,"I brought a crate stuffed with decisions to the party.",-3,"Acclimatization",NA,NA
"1064","1478901619",10,"Acclimatization-2","NULL",1,3719,"A tub full with lobsters is on the patio.",-2,"Acclimatization",NA,NA
"1065","1478901619",11,"Acclimatization-1","NULL",4,6342,"We added so many marbles that the bucket of marbles overflowed.",-1,"Acclimatization",NA,NA
"1066","1478901619",30,"ItemPronominalagreementsingular19","NULL",1,2878,"We found more chips and we brought it.",19,"Pronominal agreement singular","none","Quantifiers"
"1067","1478901619",127,"Filler126","NULL",1,2712,"While cooking dinner%2C we cried the onion.",126,"Filler","Filler",NA
"1068","1478901619",17,"ItemPronominalagreementsingular6","NULL",7,2852,"We found a pot of flowers and we admired it.",6,"Pronominal agreement singular","pot","Full Containment"
"1069","1478901619",119,"Filler118","NULL",1,2892,"A spoonful of tapioca the medicine.",118,"Filler","Filler",NA
"1070","1478901619",22,"ItemPronominalagreementsingular11","NULL",3,3705,"We found a stack of sandwiches and we packed it.",11,"Pronominal agreement singular","stack","Collections"
"1071","1478901619",57,"ItemConfigurationParticiples46","NULL",1,13575,"I noticed a pot adorned of flowers in the store. ",46,"Configuration Participles","pot","Full Containment"
"1072","1478901619",110,"Filler109","NULL",1,1824,"She made a loudly statement.",109,"Filler","Filler",NA
"1073","1478901619",43,"ItemPronominalagreementplural32","NULL",3,4053,"We found a group of llamas and we photographed them.",32,"Pronominal agreement plural","group","Collections"
"1074","1478901619",133,"Filler132","NULL",1,2917,"He looked like a fool when he responded the question.",132,"Filler","Filler",NA
"1075","1478901619",13,"ItemPronominalagreementsingular2","NULL",1,3295,"We found a pot with flowers and we admired it.",2,"Pronominal agreement singular","pot","Arbitary Containment"
"1076","1478901619",87,"ItemShapeModifier76","NULL",1,4018,"She found a wide group of llamas in the valley.",76,"Shape Modifier","group","Collections"
"1077","1478901619",55,"ItemConfigurationParticiples44","NULL",5,4837,"A child held a bucket filled with sponges on the beach.",44,"Configuration Participles","pail","Arbitrary Containments"
"1078","1478901619",79,"ItemOverflowing68","NULL",7,3392,"We added so many sponges that the bucket of sponges overflowed.",68,"Overflowing","pail","Full Containment"
"1079","1478901619",98,"ItemAbstractNoun87","NULL",2,2603,"She offered a handful of ideas.",87,"Abstract Noun","couple","Measure Phrase"
"1080","1478901619",72,"ItemBreakableness61","NULL",1,1654,"A pile of shirts broke.",61,"Breakableness","pile","Collections"
"1081","1478901619",104,"Filler103","NULL",1,1649,"We wrote a check under.",103,"Filler","Filler",NA
"1082","1478901619",32,"ItemPronominalagreementplural21","NULL",4,32213,"We found a dish with strawberries and we took them.",21,"Pronominal agreement plural","dish","Arbitary Containment"
"1083","1478901619",116,"Filler115","NULL",1,6085,"We built so many houses that the neighborhood.",115,"Filler","Filler",NA
"1084","1478901619",46,"ItemPronominalagreementplural35","NULL",1,8312,"We found a handful of notepads and we took them.",35,"Pronominal agreement plural","couple","Measure Phrases"
"1085","1478901619",117,"Filler116","NULL",1,9420,"They fined so many pedestrians that the city.",116,"Filler","Filler",NA
"1086","1478901619",23,"ItemPronominalagreementsingular12","NULL",7,10396,"We found a group of llamas and we photographed it.",12,"Pronominal agreement singular","group","Collections"
"1087","1478901619",63,"ItemConfigurationAdjectives52","NULL",1,3899,"A child held a bucket full with sponges on the beach. ",52,"Configuration Adjectives","pail","Arbitrary Containments"
"1088","1478901619",39,"ItemPronominalagreementplural28","NULL",4,5934,"We found a bucket of sponges and we grabbed them.",28,"Pronominal agreement plural","pail","Full Containment"
"1089","1478901619",131,"Filler130","NULL",1,2643,"We finally felt that we belonged the community.",130,"Filler","Filler",NA
"1090","1478901619",42,"ItemPronominalagreementplural31","NULL",1,1995,"We found a stack of sandwiches and we brought them.",31,"Pronominal agreement plural","stack","Collections"
"1091","1478901619",128,"Filler127","NULL",1,2295,"At the beginning of her speech%2C she laughed a joke.",127,"Filler","Filler",NA
"1092","1478901619",44,"ItemPronominalagreementplural33","NULL",7,2090,"We found a bunch of newspapers and we took them.",33,"Pronominal agreement plural","lot","Measure Phrases"
"1093","1478901619",84,"ItemShapeModifier73","NULL",6,4743,"She moved a tall pile of shirts into the garage.",73,"Shape Modifier","pile","Collection"
"1094","1478901619",64,"ItemConfigurationAdjectives53","NULL",7,89560,"She offered a dish full of strawberries to her friend. ",53,"Configuration Adjectives","dish","Full Containment"
"1095","1478901619",80,"ItemOverflowing69","NULL",1,263991,"We added so many shirts that the pile of shirts overflowed.",69,"Overflowing","pile","Collections"
"1096","1478901619",94,"ItemAbstractNoun83","NULL",1,1535,"She offered a stack of ideas.",83,"Abstract Noun","stack","Collection"
"1097","1478901619",71,"ItemBreakableness60","NULL",1,4232,"A bucket of sponges broke.",60,"Breakableness","pail","Full Containment"
"1098","1478901619",120,"Filler119","NULL",1,41193,"A dash of salt the soup.",119,"Filler","Filler",NA
"1099","1478901619",19,"ItemPronominalagreementsingular8","NULL",7,11610,"We found a bucket of sponges and we grabbed it.",8,"Pronominal agreement singular","pail","Full Containment"
"1100","1478901619",121,"Filler120","NULL",1,4307,"A rack of newspapers the bookstore.",120,"Filler","Filler",NA
"1101","1478901619",20,"ItemPronominalagreementsingular9","NULL",7,2213,"We found a pile of shirts and we sorted it.",9,"Pronominal agreement singular","heap","Collections"
"1102","1478901619",66,"ItemConfigurationAdjectives55","NULL",7,3743,"We walked by a case full of silk handkerchiefs.",55,"Configuration Adjectives","case","Full Containment"
"1103","1478901619",129,"Filler128","NULL",1,18955,"During the party%2C the magician disappeared a rubber ball.",128,"Filler","Filler",NA
"1104","1478901619",51,"ItemPronominalagreementplural40","NULL",7,2292,"We found some paintings and we purchased them.",40,"Pronominal agreement plural","none","Quantifiers"
"1105","1478901619",100,"Filler99","NULL",1,1572,"She refused of the cake.",99,"Filler","Filler",NA
"1106","1478901619",15,"ItemPronominalagreementsingular4","NULL",1,4545,"We found a bucket with sponges and we grabbed it.",4,"Pronominal agreement singular","pail","Arbitary Containment"
"1107","1478901619",91,"ItemShapeModifier80","NULL",1,5001,"She found a wide ton of llamas in the valley.",80,"Shape Modifier","handful","Measure Phrases"
"1108","1478901619",61,"ItemConfigurationAdjectives50","NULL",1,13578,"I noticed a pot full with flowers in the store. ",50,"Configuration Adjectives","pot","Arbitrary Containments"
"1109","1478901619",83,"ItemOverflowing72","NULL",1,6269,"We added so many llamas that the group of llamas overflowed.",72,"Overflowing","group","Collections"
"1110","1478901619",96,"ItemAbstractNoun85","NULL",7,2502,"She defined a bunch of concepts.",85,"Abstract Noun","lot","Measure Phrase"
"1111","1478901619",75,"ItemBreakableness64","NULL",1,9650,"A group of llamas broke.",64,"Breakableness","group","Collections"
"1112","1478901619",123,"Filler122","NULL",1,64270,"He resolved to give smoking.",122,"Filler","Filler",NA
"1113","1478901619",49,"ItemPronominalagreementplural38","NULL",7,20198,"We found many clocks and we photographed them.",38,"Pronominal agreement plural","none","Quantifiers"
"1114","1478901619",14,"ItemPronominalagreementsingular3","NULL",7,4450,"We found a case with silk handkerchiefs and we cleaned it.",3,"Pronominal agreement singular","case","Arbitary Containment"
"1115","1478901619",102,"Filler101","NULL",1,1838,"He gave through on us.",101,"Filler","Filler",NA
"1116","1478901619",37,"ItemPronominalagreementplural26","NULL",5,7816,"We found a pot of flowers and we photographed them.",26,"Pronominal agreement plural","pot","Full Containment"
"1117","1478901619",56,"ItemConfigurationParticiples45","NULL",1,3125,"She offered a dish sprinkled of strawberries to her friend. ",45,"Configuration Participles","dish","Full Containment"
"1118","1478901619",108,"Filler107","NULL",1,3533,"We drove past a tractor nearly the farm.",107,"Filler","Filler",NA
"1119","1478901619",31,"ItemPronominalagreementsingular20","NULL",1,3113,"We found some paintings and we purchased it.",20,"Pronominal agreement singular","none","Quantifiers"
"1120","1478901619",134,"Filler133","NULL",1,3250,"They would not exist the new law after the referendum",133,"Filler","Filler",NA
"1121","1478901619",50,"ItemPronominalagreementplural39","NULL",1,3316,"We found more chips and we brought them.",39,"Pronominal agreement plural","none","Quantifiers"
"1122","1478901619",89,"ItemShapeModifier78","NULL",1,32157,"She made a circular lot of blankets on the floor.",78,"Shape Modifier","number","Measure Phrases"
"1123","1478901619",58,"ItemConfigurationParticiples47","NULL",1,3536,"We walked by a case decorated of silk handkerchiefs. ",47,"Configuration Participles","case","Full Containment"
"1124","1478901619",78,"ItemOverflowing67","NULL",7,4337,"We added so many silk handkerchiefs that the case of silk handkerchiefs overflowed.",67,"Overflowing","case","Full Containment"
"1125","1478901619",93,"ItemAbstractNoun82","NULL",5,15009,"She expressed a heap of thoughts.",82,"Abstract Noun","heap","Collection"
"1126","1478901619",73,"ItemBreakableness62","NULL",1,17746,"A heap of blankets broke.",62,"Breakableness","heap","Collections"
"1127","1478901619",101,"Filler100","NULL",1,52967,"They watched of the fireworks.",100,"Filler","Filler",NA
"1128","1478901619",45,"ItemPronominalagreementplural34","NULL",5,5589,"We found a lot of bags and we stored them.",34,"Pronominal agreement plural","number","Measure Phrases"
"1129","1478901619",113,"Filler112","NULL",1,1981,"He looked an article.",112,"Filler","Filler",NA
"1130","1478901619",48,"ItemPronominalagreementplural37","NULL",3,25462,"We found several pies and we brought them.",37,"Pronominal agreement plural","none","Quantifiers"
"1131","1478901619",132,"Filler131","NULL",1,2969,"In the spring%2C she emerged brightly colored rain boots.",131,"Filler","Filler",NA
"1132","1478901619",35,"ItemPronominalagreementplural24","NULL",1,3548,"We found a bucket with sponges and we grabbed them.",24,"Pronominal agreement plural","pail","Arbitary Containment"
"1133","1478901619",52,"ItemConfigurationParticiples41","NULL",1,4009,"She offered a dish sprinkled with strawberries to her friend.",41,"Configuration Participles","dish","Arbitrary Containments"
"1134","1478901619",122,"Filler121","NULL",7,6054,"We decided to see to a movie.",121,"Filler","Filler",NA
"1135","1478901619",38,"ItemPronominalagreementplural27","NULL",7,9283,"We found a case of silk handkerchiefs and we cleaned them.",27,"Pronominal agreement plural","case","Full Containment"
"1136","1478901619",26,"ItemPronominalagreementsingular15","NULL",1,44009,"We found a handful of notepads and we moved it.",15,"Pronominal agreement singular","couple","Measure Phrases"
"1137","1478901619",85,"ItemShapeModifier74","NULL",4,6858,"She made a circular heap of blankets on the floor.",74,"Shape Modifier","heap","Collections"
"1138","1478901619",54,"ItemConfigurationParticiples43","NULL",2,4581,"We walked by a case decorated with silk handkerchiefs.",43,"Configuration Participles","case","Arbitrary Containments"
"1139","1478901619",82,"ItemOverflowing71","NULL",1,30757,"We added so many sandwiches that the stack of sandwiches overflowed.",71,"Overflowing","stack","Collections"
"1140","1478901619",97,"ItemAbstractNoun86","NULL",7,35758,"She expressed a lot of thoughts.",86,"Abstract Noun","number","Measure Phrase"
"1141","1478901619",69,"ItemBreakableness58","NULL",7,7582,"A pot of flowers broke.",58,"Breakableness","pot","Full Containment"
"1142","1478901619",106,"Filler105","NULL",1,1763,"We sent a package to.",105,"Filler","Filler",NA
"1143","1478901619",29,"ItemPronominalagreementsingular18","NULL",1,6331,"We found many clocks and we watched it.",18,"Pronominal agreement singular","none","Quantifiers"
"1144","1478901619",130,"Filler129","NULL",1,17896,"As a surprise%2C he appeared a bouquet of flowers.",129,"Filler","Filler",NA
"1145","1478901619",28,"ItemPronominalagreementsingular17","NULL",1,12648,"We found several pies and we brought it.",17,"Pronominal agreement singular","none","Quantifiers"
"1146","1478901619",107,"Filler106","NULL",1,4425,"They received a package from.",106,"Filler","Filler",NA
"1147","1478901619",36,"ItemPronominalagreementplural25","NULL",5,3993,"We found a dish of strawberries and we took them.",25,"Pronominal agreement plural","dish","Full Containment"
"1148","1478901619",60,"ItemConfigurationAdjectives49","NULL",1,2624,"She offered a dish full with strawberries to her friend. ",49,"Configuration Adjectives","dish","Arbitrary Containments"
"1149","1478901619",109,"Filler108","NULL",1,2316,"They rented bicycles nearly the sea.",108,"Filler","Filler",NA
"1150","1478901619",24,"ItemPronominalagreementsingular13","NULL",1,13671,"We found a bunch of newspapers and we took it.",13,"Pronominal agreement singular","lot","Measure Phrases"
"1151","1478901619",112,"Filler111","NULL",4,4200,"We insisted a toast.",111,"Filler","Filler",NA
"1152","1478901619",33,"ItemPronominalagreementplural22","NULL",6,20010,"We found a pot with flowers and we photographed them.",22,"Pronominal agreement plural","pot","Arbitary Containment"
"1153","1478901619",86,"ItemShapeModifier75","NULL",5,13419,"She placed a short stack of sandwiches on the table.",75,"Shape Modifier","stack","Collections"
"1154","1478901619",65,"ItemConfigurationAdjectives54","NULL",7,3787,"I noticed a pot full of flowers in the store. ",54,"Configuration Adjectives","pot","Full Containment"
"1155","1478901619",76,"ItemOverflowing65","NULL",5,31775,"We added so many strawberries that the dish of strawberries overflowed.",65,"Overflowing","dish","Full Containment"
"1156","1478901619",95,"ItemAbstractNoun84","NULL",1,33191,"She made a group of suggestions.",84,"Abstract Noun","group","Collection"
"1157","1478901619",68,"ItemBreakableness57","NULL",7,2094,"A dish of strawberries broke.",57,"Breakableness","dish","Full Containment"
"1158","1478901619",103,"Filler102","NULL",1,2224,"They gave beside to us.",102,"Filler","Filler",NA
"1159","1478901619",25,"ItemPronominalagreementsingular14","NULL",1,3513,"We found a lot of bags and we stored it.",14,"Pronominal agreement singular","number","Measure Phrases"
"1160","1478901619",114,"Filler113","NULL",1,7938,"She voted the candidate.",113,"Filler","Filler",NA
"1161","1478901619",40,"ItemPronominalagreementplural29","NULL",6,2411,"We found a pile of shirts and we took them.",29,"Pronominal agreement plural","heap","Collections"
"1162","1478901619",21,"ItemPronominalagreementsingular10","NULL",1,2435,"We found a heap of blankets and we washed it.",10,"Pronominal agreement singular","pile","Collections"
"1163","1478901619",59,"ItemConfigurationParticiples48","NULL",1,3153,"A child held a bucket filled of sponges on the beach. ",48,"Configuration Participles","pail","Full Containment"
"1164","1478901619",124,"Filler123","NULL",1,2273,"She chose to buy among a new toaster.",123,"Filler","Filler",NA
"1165","1478901619",27,"ItemPronominalagreementsingular16","NULL",1,4184,"We found a ton of cookbooks and we read it.",16,"Pronominal agreement singular","handful","Measure Phrases"
"1166","1478901619",111,"Filler110","NULL",1,1921,"He played a slowly song.",110,"Filler","Filler",NA
"1167","1478901619",16,"ItemPronominalagreementsingular5","NULL",7,1845,"We found a dish of strawberries and we took it.",5,"Pronominal agreement singular","dish","Full Containment"
"1168","1478901619",90,"ItemShapeModifier79","NULL",1,4379,"She placed a short handful of sandwiches on the table.",79,"Shape Modifier","couple","Measure Phrases"
"1169","1478901619",62,"ItemConfigurationAdjectives51","NULL",1,3510,"We walked by a case full with silk handkerchiefs.",51,"Configuration Adjectives","case","Arbitrary Containments"
"1170","1478901619",77,"ItemOverflowing66","NULL",6,3472,"We added so many flowers that the pot of flowers overflowed.",66,"Overflowing","pot","Full Containment"
"1171","1478901619",99,"ItemAbstractNoun88","NULL",7,2143,"She made a ton of suggestions. ",88,"Abstract Noun","handful","Measure Phrase"
"1172","1478901619",70,"ItemBreakableness59","NULL",1,4060,"A case of silk handkerchiefs broke.",59,"Breakableness","case","Full Containment"
"1173","1478901619",115,"Filler114","NULL",1,1523,"They stumbled a gold mine.",114,"Filler","Filler",NA
"1174","1478901619",18,"ItemPronominalagreementsingular7","NULL",7,11193,"We found a case of silk handkerchiefs and we cleaned it.",7,"Pronominal agreement singular","case","Full Containment"
"1175","1478901619",118,"Filler117","NULL",1,1681,"A basket of ornaments the tree.",117,"Filler","Filler",NA
"1176","1478901619",41,"ItemPronominalagreementplural30","NULL",7,14825,"We found a heap of blankets and we washed them.",30,"Pronominal agreement plural","pile","Collections"
"1177","1478901619",105,"Filler104","NULL",1,1500,"She built a house for.",104,"Filler","Filler",NA
"1178","1478901619",47,"ItemPronominalagreementplural36","NULL",7,1924,"We found a ton of cookbooks and we read them.",36,"Pronominal agreement plural","handful","Measure Phrases"
"1179","1478901619",67,"ItemConfigurationAdjectives56","NULL",1,3280,"A child held a bucket full of sponges on the beach.",56,"Configuration Adjectives","pail","Full Containment"
"1180","1478901619",126,"Filler125","NULL",1,1590,"After jumping over the log%2C he fell a mossy rock.",125,"Filler","Filler",NA
"1181","1478901619",12,"ItemPronominalagreementsingular1","NULL",1,1719,"We found a dish with strawberries and we took it.",1,"Pronominal agreement singular","dish","Arbitary Containment"
"1182","1478901619",125,"Filler124","NULL",1,1407,"They planned to take the trash from.",124,"Filler","Filler",NA
"1183","1478901619",34,"ItemPronominalagreementplural23","NULL",6,4961,"We found a case with silk handkerchiefs and we cleaned them.",23,"Pronominal agreement plural","case","Arbitary Containment"
"1184","1478901619",88,"ItemShapeModifier77","NULL",1,13067,"She moved a tall bunch of shirts into the garage.",77,"Shape Modifier","lot","Measure Phrase"
"1185","1478901619",53,"ItemConfigurationParticiples42","NULL",1,2003,"I noticed a pot adorned with flowers in the store.",42,"Configuration Participles","pot","Arbitrary Containments"
"1186","1478901619",81,"ItemOverflowing70","NULL",1,2354,"We added so many blankets that the heap of blankets overflowed.",70,"Overflowing","heap","Collections"
"1187","1478901619",92,"ItemAbstractNoun81","NULL",1,4315,"She defined a pile of concepts.",81,"Abstract Noun","pile","Collection"
"1188","1478901619",74,"ItemBreakableness63","NULL",1,2208,"A stack of sandwiches broke.",63,"Breakableness","stack","Collections"
"1189","1478902701",3,"Acclimatization-9","NULL",1,3981,"Many people is in the kitchen.",-9,"Acclimatization",NA,NA
"1190","1478902701",4,"Acclimatization-8","NULL",6,5267,"We selected a variety of fruits and we bought them.",-8,"Acclimatization",NA,NA
"1191","1478902701",5,"Acclimatization-7","NULL",3,6182,"We saw a flower and we noticed it.",-7,"Acclimatization",NA,NA
"1192","1478902701",6,"Acclimatization-6","NULL",1,4864,"They found a box filled of toys in the closet.",-6,"Acclimatization",NA,NA
"1193","1478902701",7,"Acclimatization-5","NULL",2,4539,"She met a wide troop of boyscouts at the airport.",-5,"Acclimatization",NA,NA
"1194","1478902701",8,"Acclimatization-4","NULL",1,2762,"The mound of clothes cracked.",-4,"Acclimatization",NA,NA
"1195","1478902701",9,"Acclimatization-3","NULL",1,3896,"I brought a crate stuffed with decisions to the party.",-3,"Acclimatization",NA,NA
"1196","1478902701",10,"Acclimatization-2","NULL",2,4478,"A tub full with lobsters is on the patio.",-2,"Acclimatization",NA,NA
"1197","1478902701",11,"Acclimatization-1","NULL",6,5782,"We added so many marbles that the bucket of marbles overflowed.",-1,"Acclimatization",NA,NA
"1198","1478902701",25,"ItemPronominalagreementsingular14","NULL",1,2804,"We found a lot of bags and we stored it.",14,"Pronominal agreement singular","number","Measure Phrases"
"1199","1478902701",15,"ItemPronominalagreementsingular4","NULL",7,3388,"We found a bucket with sponges and we grabbed it.",4,"Pronominal agreement singular","pail","Arbitary Containment"
"1200","1478902701",131,"Filler130","NULL",7,3845,"We finally felt that we belonged the community.",130,"Filler","Filler",NA
"1201","1478902701",24,"ItemPronominalagreementsingular13","NULL",2,3755,"We found a bunch of newspapers and we took it.",13,"Pronominal agreement singular","lot","Measure Phrases"
"1202","1478902701",133,"Filler132","NULL",1,2867,"He looked like a fool when he responded the question.",132,"Filler","Filler",NA
"1203","1478902701",56,"ItemConfigurationParticiples45","NULL",1,4419,"She offered a dish sprinkled of strawberries to her friend. ",45,"Configuration Participles","dish","Full Containment"
"1204","1478902701",36,"ItemPronominalagreementplural25","NULL",7,2775,"We found a dish of strawberries and we took them.",25,"Pronominal agreement plural","dish","Full Containment"
"1205","1478902701",108,"Filler107","NULL",1,2555,"We drove past a tractor nearly the farm.",107,"Filler","Filler",NA
"1206","1478902701",95,"ItemAbstractNoun84","NULL",3,3904,"She made a group of suggestions.",84,"Abstract Noun","group","Collection"
"1207","1478902701",89,"ItemShapeModifier78","NULL",1,4455,"She made a circular lot of blankets on the floor.",78,"Shape Modifier","number","Measure Phrases"
"1208","1478902701",80,"ItemOverflowing69","NULL",3,5475,"We added so many shirts that the pile of shirts overflowed.",69,"Overflowing","pile","Collections"
"1209","1478902701",69,"ItemBreakableness58","NULL",5,4418,"A pot of flowers broke.",58,"Breakableness","pot","Full Containment"
"1210","1478902701",23,"ItemPronominalagreementsingular12","NULL",3,3489,"We found a group of llamas and we photographed it.",12,"Pronominal agreement singular","group","Collections"
"1211","1478902701",107,"Filler106","NULL",1,1938,"They received a package from.",106,"Filler","Filler",NA
"1212","1478902701",57,"ItemConfigurationParticiples46","NULL",1,2665,"I noticed a pot adorned of flowers in the store. ",46,"Configuration Participles","pot","Full Containment"
"1213","1478902701",28,"ItemPronominalagreementsingular17","NULL",1,2450,"We found several pies and we brought it.",17,"Pronominal agreement singular","none","Quantifiers"
"1214","1478902701",122,"Filler121","NULL",1,3152,"We decided to see to a movie.",121,"Filler","Filler",NA
"1215","1478902701",32,"ItemPronominalagreementplural21","NULL",4,3891,"We found a dish with strawberries and we took them.",21,"Pronominal agreement plural","dish","Arbitary Containment"
"1216","1478902701",102,"Filler101","NULL",1,2158,"He gave through on us.",101,"Filler","Filler",NA
"1217","1478902701",19,"ItemPronominalagreementsingular8","NULL",7,2751,"We found a bucket of sponges and we grabbed it.",8,"Pronominal agreement singular","pail","Full Containment"
"1218","1478902701",101,"Filler100","NULL",1,2012,"They watched of the fireworks.",100,"Filler","Filler",NA
"1219","1478902701",55,"ItemConfigurationParticiples44","NULL",7,3854,"A child held a bucket filled with sponges on the beach.",44,"Configuration Participles","pail","Arbitrary Containments"
"1220","1478902701",13,"ItemPronominalagreementsingular2","NULL",7,2211,"We found a pot with flowers and we admired it.",2,"Pronominal agreement singular","pot","Arbitary Containment"
"1221","1478902701",39,"ItemPronominalagreementplural28","NULL",4,2626,"We found a bucket of sponges and we grabbed them.",28,"Pronominal agreement plural","pail","Full Containment"
"1222","1478902701",105,"Filler104","NULL",1,1834,"She built a house for.",104,"Filler","Filler",NA
"1223","1478902701",93,"ItemAbstractNoun82","NULL",5,5690,"She expressed a heap of thoughts.",82,"Abstract Noun","heap","Collection"
"1224","1478902701",87,"ItemShapeModifier76","NULL",2,4105,"She found a wide group of llamas in the valley.",76,"Shape Modifier","group","Collections"
"1225","1478902701",81,"ItemOverflowing70","NULL",1,2554,"We added so many blankets that the heap of blankets overflowed.",70,"Overflowing","heap","Collections"
"1226","1478902701",68,"ItemBreakableness57","NULL",7,2843,"A dish of strawberries broke.",57,"Breakableness","dish","Full Containment"
"1227","1478902701",51,"ItemPronominalagreementplural40","NULL",7,1588,"We found some paintings and we purchased them.",40,"Pronominal agreement plural","none","Quantifiers"
"1228","1478902701",109,"Filler108","NULL",1,2887,"They rented bicycles nearly the sea.",108,"Filler","Filler",NA
"1229","1478902701",59,"ItemConfigurationParticiples48","NULL",1,4951,"A child held a bucket filled of sponges on the beach. ",48,"Configuration Participles","pail","Full Containment"
"1230","1478902701",34,"ItemPronominalagreementplural23","NULL",6,8373,"We found a case with silk handkerchiefs and we cleaned them.",23,"Pronominal agreement plural","case","Arbitary Containment"
"1231","1478902701",106,"Filler105","NULL",1,1848,"We sent a package to.",105,"Filler","Filler",NA
"1232","1478902701",45,"ItemPronominalagreementplural34","NULL",7,2208,"We found a lot of bags and we stored them.",34,"Pronominal agreement plural","number","Measure Phrases"
"1233","1478902701",118,"Filler117","NULL",1,2046,"A basket of ornaments the tree.",117,"Filler","Filler",NA
"1234","1478902701",53,"ItemConfigurationParticiples42","NULL",7,3368,"I noticed a pot adorned with flowers in the store.",42,"Configuration Participles","pot","Arbitrary Containments"
"1235","1478902701",30,"ItemPronominalagreementsingular19","NULL",1,2603,"We found more chips and we brought it.",19,"Pronominal agreement singular","none","Quantifiers"
"1236","1478902701",129,"Filler128","NULL",1,1741,"During the party%2C the magician disappeared a rubber ball.",128,"Filler","Filler",NA
"1237","1478902701",94,"ItemAbstractNoun83","NULL",1,1823,"She offered a stack of ideas.",83,"Abstract Noun","stack","Collection"
"1238","1478902701",90,"ItemShapeModifier79","NULL",1,4683,"She placed a short handful of sandwiches on the table.",79,"Shape Modifier","couple","Measure Phrases"
"1239","1478902701",79,"ItemOverflowing68","NULL",6,8153,"We added so many sponges that the bucket of sponges overflowed.",68,"Overflowing","pail","Full Containment"
"1240","1478902701",73,"ItemBreakableness62","NULL",1,1916,"A heap of blankets broke.",62,"Breakableness","heap","Collections"
"1241","1478902701",29,"ItemPronominalagreementsingular18","NULL",1,1384,"We found many clocks and we watched it.",18,"Pronominal agreement singular","none","Quantifiers"
"1242","1478902701",113,"Filler112","NULL",1,1212,"He looked an article.",112,"Filler","Filler",NA
"1243","1478902701",54,"ItemConfigurationParticiples43","NULL",7,3423,"We walked by a case decorated with silk handkerchiefs.",43,"Configuration Participles","case","Arbitrary Containments"
"1244","1478902701",44,"ItemPronominalagreementplural33","NULL",7,1555,"We found a bunch of newspapers and we took them.",33,"Pronominal agreement plural","lot","Measure Phrases"
"1245","1478902701",123,"Filler122","NULL",1,1737,"He resolved to give smoking.",122,"Filler","Filler",NA
"1246","1478902701",31,"ItemPronominalagreementsingular20","NULL",1,1496,"We found some paintings and we purchased it.",20,"Pronominal agreement singular","none","Quantifiers"
"1247","1478902701",37,"ItemPronominalagreementplural26","NULL",7,7953,"We found a pot of flowers and we photographed them.",26,"Pronominal agreement plural","pot","Full Containment"
"1248","1478902701",128,"Filler127","NULL",1,2835,"At the beginning of her speech%2C she laughed a joke.",127,"Filler","Filler",NA
"1249","1478902701",65,"ItemConfigurationAdjectives54","NULL",7,6093,"I noticed a pot full of flowers in the store. ",54,"Configuration Adjectives","pot","Full Containment"
